,MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN,HIGH,LOW,CMP,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK,ForDate
218,N,EQ,ALKYLAMINE,ALKYL AMINES CHEM. LTD,      4795.85,      4830.00,      4914.70,      4690.45,      4830.60,                292360592.40,60588,N, ,11633,      5610.00,      1021.05,2021-01-08
219,N,EQ,ALLCARGO,ALLCARGO LOGISTICS LTD,       138.80,       141.35,       141.35,       135.60,       136.35,                 59651422.60,432316,N, ,4800,       155.00,        48.60,2021-01-08
220,N,EQ,ALLSEC,ALLSEC TECHNOLOGIES LTD,       283.00,       288.00,       288.00,       276.10,       277.30,                  4685293.85,16732,N, ,720,       348.70,       106.50,2021-01-08
221,N,EQ,ALMONDZ,ALMONDZ GLOBAL SEC LTD,        20.55,        20.55,        21.00,        20.30,        20.55,                   185575.90,8968,N, ,150,        21.85,         8.90,2021-01-08
222,N,EQ,ALOKINDS,ALOK INDUSTRIES LIMITED,        22.80,        23.05,        23.10,        22.70,        22.75,                167146837.35,7315418,N, ,10933,        58.50,         3.80,2021-01-08
223,N,EQ,AMARAJABAT,AMARA RAJA BATTERIES LTD.,       987.40,       990.00,      1006.65,       990.00,      1002.00,                820521191.15,820276,N, ,21865,      1006.65,       348.55,2021-01-08
224,N,EQ,AMBER,AMBER ENTERPRISES (I) LTD,      2710.65,      2739.00,      2743.85,      2651.00,      2671.15,                481980364.55,179394,N, ,19392,      2773.95,       920.90,2021-01-08
225,N,EQ,AMBIKCO,AMBIKA COTTON MILL LTD.,       923.55,       929.00,      1030.00,       925.00,      1011.45,                122056071.45,123772,N, ,7473,      1030.00,       390.00,2021-01-08
226,N,EQ,AMDIND,AMD INDUSTRIES LIMITED,        21.70,        21.75,        22.00,        21.10,        21.20,                   642106.85,29980,N, ,381,        23.90,         8.10,2021-01-08
227,N,EQ,AMJLAND,AMJ LAND HOLDINGS LIMITED,        27.95,        27.60,        28.75,        27.00,        27.35,                   700563.30,25309,N, ,327,        29.90,        12.55,2021-01-08
229,N,EQ,AMRUTANJAN,AMRUTAJAN HEALTH LTD,       543.55,       546.30,       566.70,       543.60,       550.30,                 81915451.70,147638,N, ,8165,       589.00,       253.00,2021-01-08
230,N,EQ,ANANTRAJ,ANANT RAJ LIMITED,        27.00,        27.30,        27.30,        26.60,        26.70,                 11993814.80,446624,N, ,1510,        40.75,        13.00,2021-01-08
231,N,EQ,ANDHRACEMT,ANDHRA CEMENTS LIMITED,         6.50,         6.70,         6.70,         6.40,         6.60,                  4084566.75,623582,N, ,1693,         7.00,         1.45,2021-01-08
232,N,EQ,ANDHRAPAP,ANDHRA PAPER LIMITED,       212.90,       216.85,       216.85,       210.90,       212.35,                  6201383.75,29118,N, ,1847,       333.30,       112.00,2021-01-08
233,N,EQ,ANDHRSUGAR,ANDHRA SUGARS LTD,       331.85,       334.80,       336.00,       326.50,       327.55,                 26686406.85,80654,N, ,2513,       392.00,       117.05,2021-01-08
234,N,EQ,ANGELBRKG,ANGEL BROKING LIMITED,       361.25,       365.00,       375.80,       362.00,       364.00,                149427113.85,404986,N, ,12601,       408.00,       222.20,2021-01-08
235,N,EQ,ANSALHSG,ANSAL HOUSING LIMITED,         7.35,         7.35,         7.60,         7.15,         7.30,                   765883.65,103662,N, ,397,         8.45,         2.55,2021-01-08
236,N,EQ,ANUP,THE ANUP ENGINEERING LTD,       759.05,       770.00,       770.95,       717.60,       725.10,                 18262139.00,24508,N, ,3918,       839.20,       225.05,2021-01-08
237,N,EQ,APARINDS,APAR INDUSTRIES LTD.,       354.30,       352.00,       369.80,       352.00,       358.75,                 51227640.85,141715,N, ,3433,       468.80,       239.20,2021-01-08
238,N,EQ,APCL,ANJANI PORTLAND CEM LTD,       215.85,       216.50,       220.00,       211.55,       212.35,                 13817708.95,63945,N, ,1133,       235.70,        83.50,2021-01-08
239,N,EQ,APCOTEXIND,APCOTEX INDUSTRIES LIMITE,       163.75,       165.80,       171.75,       163.95,       166.35,                 31401361.85,186649,N, ,3007,       184.00,        63.00,2021-01-08
240,N,EQ,APEX,APEX FROZEN FOODS LIMITED,       308.45,       308.00,       310.95,       303.00,       306.05,                 30190035.80,98616,N, ,2049,       444.85,       132.00,2021-01-08
241,N,EQ,APLAPOLLO,APL APOLLO TUBES LTD,       915.10,       922.00,       967.90,       918.95,       962.10,               1451409070.05,1526888,N, ,34444,      3919.00,       650.25,2021-01-08
242,N,EQ,APLLTD,ALEMBIC PHARMA LTD,      1075.85,      1084.90,      1109.55,      1074.50,      1092.90,                274572197.35,251242,N, ,12615,      1145.00,       434.80,2021-01-08
243,N,EQ,APOLLO,APOLLO MICRO SYSTEMS LTD,       122.05,       122.85,       131.50,       120.45,       130.00,                 70065238.30,548193,N, ,7173,       142.90,        39.50,2021-01-08
244,N,EQ,APOLLOHOSP,APOLLO HOSPITALS ENTER. L,      2508.55,      2533.90,      2579.00,      2515.70,      2553.50,               2202541116.10,862326,N, ,27401,      2579.00,      1047.05,2021-01-08
245,N,EQ,APOLLOPIPE,APOLLO PIPES LIMITED,       705.40,       711.95,       718.45,       705.00,       708.20,                 15761457.15,22157,N, ,1294,       740.00,       210.00,2021-01-08
246,N,EQ,APOLLOTYRE,APOLLO TYRES LTD,       190.75,       194.00,       196.55,       191.75,       192.60,               1853719059.20,9558639,N, ,51063,       200.00,        73.40,2021-01-08
247,N,EQ,APOLSINHOT,APOLLO SINDOORI HOTEL LTD,       589.85,       599.95,       599.95,       589.20,       592.55,                   329428.65,555,N, ,85,       784.00,       280.00,2021-01-08
248,N,EQ,APTECHT,APTECH LIMITED,       151.30,       153.50,       155.40,       149.50,       150.45,                 65021928.80,426497,N, ,6041,       191.55,        65.55,2021-01-08
249,N,EQ,ARCHIDPLY,ARCHIDPLY IND. LTD,        40.20,        42.40,        42.40,        38.60,        39.95,                  4525433.15,112537,N, ,879,        46.40,        12.00,2021-01-08
250,N,EQ,ARCHIES,ARCHIES LTD,        14.55,        14.55,        14.75,        14.30,        14.35,                  2524384.65,172986,N, ,309,        19.80,         8.05,2021-01-08
251,N,EQ,ARENTERP,RAJDARSHAN INDUSTRIES LTD,        12.45,        12.45,        13.00,        12.05,        13.00,                    43890.60,3419,N, ,36,        18.80,         8.50,2021-01-08
252,N,EQ,ARIES,ARIES AGRO LTD.,       106.55,       107.80,       110.00,       106.35,       106.95,                 13895937.20,128428,N, ,2005,       118.40,        34.00,2021-01-08
253,N,EQ,ARIHANT,ARIHANT FOUN & HOU LTD,        24.00,        25.70,        25.70,        24.00,        25.05,                    94005.90,3773,N, ,114,        26.45,        10.40,2021-01-08
254,N,EQ,ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,        35.75,        37.50,        37.50,        37.50,        37.50,                   523125.00,13950,N, ,38,        39.35,        15.75,2021-01-08
255,N,EQ,ARMANFIN,ARMAN FIN SERV LTD,       729.40,       725.00,       735.00,       711.10,       716.20,                  3814588.80,5279,N, ,553,      1121.10,       280.00,2021-01-08
256,N,EQ,AROGRANITE,ARO GRANITE IND. LTD.,        49.85,        50.80,        59.40,        50.70,        58.05,                141801293.05,2539908,N, ,7103,        59.40,        14.65,2021-01-08
257,N,EQ,ARROWGREEN,ARROW GREENTECH LIMITED,        61.35,        62.90,        64.15,        59.65,        61.80,                   718133.30,11714,N, ,523,        71.90,        30.60,2021-01-08
258,N,EQ,ARSHIYA,ARSHIYA LIMITED,        24.60,        25.75,        25.80,        25.75,        25.80,                   459578.60,17817,N, ,39,        25.80,         6.45,2021-01-08
259,N,EQ,ARSSINFRA,ARSS INFRA PROJ. LTD,        30.35,        28.85,        28.85,        28.85,        28.85,                   178004.50,6170,N, ,63,        32.75,         9.00,2021-01-08
260,N,EQ,ARVIND,ARVIND LIMITED,        50.50,        50.80,        51.50,        50.25,        50.95,                 60661480.70,1191491,N, ,5092,        53.25,        19.00,2021-01-08
261,N,EQ,ARVINDFASN,ARVIND FASHIONS LIMITED,       169.75,       169.75,       172.40,       165.40,       167.20,                 73143956.35,433111,N, ,6238,       443.85,       110.00,2021-01-08
262,N,EQ,ARVSMART,ARVIND SMARTSPACES LTD,       113.00,       114.00,       114.90,       112.00,       112.65,                  9053569.90,79980,N, ,1255,       134.90,        60.50,2021-01-08
263,N,EQ,ASAHIINDIA,ASAHI INDIA GLASS LIMITED,       286.05,       284.45,       292.50,       284.45,       290.10,                 27075686.80,93510,N, ,2566,       299.50,       119.00,2021-01-08
264,N,EQ,ASAHISONG,ASAHI SONGWON COLOR LTD,       248.85,       254.30,       254.30,       241.75,       243.85,                  8340981.65,33811,N, ,1330,       282.85,        62.70,2021-01-08
265,N,EQ,ASAL,AUTOMOTIVE STAMPINGS & AS,        28.50,        28.90,        29.80,        28.00,        29.15,                   515021.55,17805,N, ,205,        38.85,        11.75,2021-01-08
266,N,EQ,ASALCBR,ASSO ALCOHOLS & BREW LTD,       329.20,       335.05,       343.00,       318.00,       321.45,                 44094160.30,134427,N, ,3978,       343.00,       123.05,2021-01-08
267,N,EQ,ASHAPURMIN,ASHAPURA MINECHEM LTD,       138.60,       142.80,       143.00,       131.70,       131.70,                 60487274.00,448375,N, ,4126,       143.00,        18.55,2021-01-08
268,N,EQ,ASHIANA,ASHIANA HOUSING LTD,       102.70,       104.55,       105.00,       103.20,       103.90,                  7283744.25,70041,N, ,1034,       125.80,        39.00,2021-01-08
269,N,EQ,ASHOKA,ASHOKA BUILDCON LTD,        95.25,        96.00,        96.35,        94.40,        94.85,                114924433.60,1202749,N, ,10985,       121.75,        37.05,2021-01-08
270,N,EQ,ASHOKLEY,ASHOK LEYLAND LTD,       111.05,       112.30,       113.75,       111.05,       112.80,               4522547595.40,40182892,N, ,114088,       113.75,        33.70,2021-01-08
271,N,EQ,ASIANHOTNR,ASIAN HOTELS (NORTH) LTD,        76.80,        79.50,        79.50,        64.30,        77.30,                  2448779.80,32922,N, ,548,        98.50,        44.20,2021-01-08
272,N,EQ,ASIANTILES,ASIAN GRANITO IND. LTD.,       292.30,       294.80,       295.00,       287.15,       291.25,                 63756783.10,218844,N, ,2574,       314.90,       109.30,2021-01-08
273,N,EQ,ASPINWALL,ASPINWALL & CO LTD,       171.50,       171.50,       173.00,       165.85,       170.95,                   949575.60,5583,N, ,94,       187.00,        71.40,2021-01-08
274,N,EQ,ASTEC,ASTEC LIFESCIENCES LTD,      1270.45,      1294.80,      1294.80,      1250.00,      1270.30,                 50571299.45,39881,N, ,3367,      1367.00,       310.00,2021-01-08
275,N,EQ,ASTERDM,ASTER DM HEALTHCARE LTD.,       166.45,       167.25,       168.75,       165.00,       166.45,                 23365071.50,139863,N, ,2493,       181.80,        78.00,2021-01-08
276,N,EQ,ASTRAL,ASTRAL POLY TECH LTD,      1722.35,      1739.50,      1785.00,      1725.00,      1762.70,                933933862.50,533530,N, ,13031,      1830.00,       745.65,2021-01-08
277,N,EQ,ASTRAMICRO,ASTRA MICROWAVE LTD,       122.50,       123.10,       131.50,       123.10,       128.75,                152618516.30,1185598,N, ,9611,       134.90,        45.25,2021-01-08
278,N,EQ,ASTRAZEN,ASTRAZENECA PHARMA IND LT,      4363.95,      4391.00,      4450.00,      4360.00,      4392.45,                304616440.15,69303,N, ,9622,      4970.00,      1885.00,2021-01-08
279,N,EQ,ASTRON,ASTRON PAPER BORD MIL LTD,        52.50,        52.50,        53.40,        51.00,        52.10,                  3639792.55,69089,N, ,447,        59.50,        24.15,2021-01-08
281,N,EQ,ATFL,AGRO TECH FOODS LIMITED,       848.75,       845.00,       865.00,       844.05,       849.80,                 19091430.05,22318,N, ,1488,       945.25,       348.20,2021-01-08
282,N,EQ,ATLANTA,ATLANTA LIMITED,        10.05,        10.50,        10.55,         9.85,         9.95,                   700940.90,68199,N, ,298,        11.60,         2.65,2021-01-08
283,N,EQ,ATUL,ATUL LTD,      6559.60,      6590.00,      6679.90,      6590.00,      6640.55,                648981938.80,97592,N, ,5532,      7019.75,      2923.20,2021-01-08
284,N,EQ,ATULAUTO,ATUL AUTO LIMITED,       185.80,       187.00,       188.00,       184.00,       184.60,                 21083546.80,113617,N, ,1761,       298.45,       116.80,2021-01-08
285,N,EQ,AUBANK,AU SMALL FINANCE BANK LTD,       888.00,       899.00,       916.30,       887.90,       893.60,                888631245.45,987790,N, ,38098,      1218.00,       366.00,2021-01-08
287,N,EQ,AURIONPRO,AURIONPRO SOLN LTD,        89.00,        89.00,        93.00,        86.40,        87.50,                  2430333.70,27636,N, ,667,        99.05,        27.20,2021-01-08
288,N,EQ,AUSOMENT,AUSOM ENTERPRISE LIMITED,        52.60,        52.65,        53.45,        52.25,        52.30,                   370702.65,7019,N, ,163,        83.30,        23.00,2021-01-08
289,N,EQ,AUTOAXLES,AUTOMOTIVE AXLES LIMITED,      1091.05,      1085.00,      1110.00,      1081.00,      1092.35,                 78950377.75,71827,N, ,2506,      1110.00,       335.60,2021-01-08
290,N,EQ,AUTOIND,AUTOLINE INDUSTRIES LTD,        35.35,        35.50,        36.00,        34.25,        34.75,                   920709.10,26395,N, ,209,        40.60,         9.10,2021-01-08
291,N,EQ,AUTOLITIND,AUTOLITE (INDIA) LIMITED,        24.90,        25.15,        25.20,        23.80,        23.95,                   312143.25,12856,N, ,186,        28.65,        10.40,2021-01-08
292,N,EQ,AVADHSUGAR,AVADH SUG & ENERGY LTD,       219.70,       225.00,       225.65,       220.00,       221.50,                 31395802.80,140666,N, ,2866,       364.00,        88.50,2021-01-08
293,N,EQ,AVANTIFEED,AVANTI FEEDS LIMITED,       518.65,       517.10,       523.90,       517.10,       521.45,                105127359.00,201583,N, ,6126,       770.00,       250.50,2021-01-08
296,N,EQ,AVTNPL,AVT NATURAL PRODUCTS LTD,        52.20,        52.50,        54.70,        51.00,        51.10,                 12079105.75,232190,N, ,1948,        55.85,        20.00,2021-01-08
297,N,EQ,AWHCL,ANTONY WASTE HDG CELL LTD,       365.45,       367.90,       378.70,       365.05,       374.90,                373638820.95,1002929,N, ,24618,       489.90,       358.05,2021-01-08
298,N,EQ,AXISCADES,AXISCADES TECH LTD,        58.25,        58.60,        59.40,        57.50,        57.75,                  2424941.05,41613,N, ,511,        81.80,        26.50,2021-01-08
299,N,EQ,BAJAJCON,BAJAJ CONSUMER CARE LTD,       223.05,       224.25,       224.25,       218.50,       220.40,                179916336.65,815178,N, ,17265,       245.10,       116.55,2021-01-08
300,N,EQ,BAJAJELEC,BAJAJ ELECT.LTD,       637.30,       643.00,       672.10,       639.95,       665.35,                268779994.30,408336,N, ,12425,       672.10,       260.00,2021-01-08
301,N,EQ,BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,         6.80,         6.95,         7.10,         6.80,         6.90,                 45751468.60,6632911,N, ,5949,         8.30,         2.35,2021-01-08
302,N,EQ,BALAJITELE,BALAJI TELEFILMS LIMITED.,        69.65,        70.45,        71.35,        69.30,        69.45,                 17102671.95,243914,N, ,1853,       101.80,        27.90,2021-01-08
303,N,EQ,BALAMINES,BALAJI AMINES LIMITED,      1171.20,      1182.85,      1190.00,      1135.00,      1145.70,                317578498.30,274282,N, ,13467,      1315.00,       200.00,2021-01-08
304,N,EQ,BALAXI,BALAXI PHARMA LTD,       620.20,       641.60,       645.00,       625.65,       635.65,                  2875039.30,4502,N, ,268,       829.95,        64.05,2021-01-08
305,N,EQ,BALKRISIND,BALKRISHNA IND. LTD,      1667.70,      1667.70,      1733.45,      1665.10,      1721.85,               1424025096.65,834793,N, ,29650,      1733.45,       679.00,2021-01-08
306,N,EQ,BALMLAWRIE,BALMER LAWRIE & CO LTD,       125.35,       126.25,       127.15,       123.25,       124.75,                 79987123.55,637484,N, ,8122,       146.70,        69.00,2021-01-08
